year,t,i_d,i_c,i_f,P_emissions,Temp,kd,kc,kf,ks,E_agg,Y_agg,C_agg,SCC,
2117,92,0.000898288,0.09263398,0.216096293,6.718393282,2.173376013,0.036867194,1.250618814,3.340563021,0.017948984,206.5453535,792.5841974,606.5714223,926.9521273,
2118,93,0.005563339,0.089669344,0.223744991,6.539644869,2.176197738,0.035433492,1.257727424,3.332558937,0.017029802,211.6138976,810.4083063,615.4933456,945.0043545,
2119,94,0.00244771,0.095831302,0.230803711,7.09724065,2.178944389,0.03796944,1.261892761,3.331663935,0.015958627,218.8698467,829.739838,623.4786458,963.3427591,
2120,95,0.00123843,0.093706144,0.231436958,7.177034851,2.18192523,0.037911816,1.271073339,3.336916871,0.01495483,225.4387737,849.4988399,639.8302193,981.9485094,
2121,96,-0.00430123,0.092085583,0.234448113,7.044101142,2.184939585,0.036740075,1.27792076,3.342410094,0.014014171,231.0940074,869.3503393,653.3231948,1000.820333,
2122,97,-0.004262972,0.088180613,0.232105019,5.836788959,2.187898107,0.030058995,1.28298954,3.350175617,0.017699321,232.8370539,888.3385345,671.0251139,1019.964685,
2123,98,0.005322254,0.096039195,0.218702455,4.684705528,2.190349559,0.023821435,1.284409406,3.355474017,0.021117362,234.1436967,907.3781821,688.2464498,1039.407201,
2124,99,-0.000729207,0.096399277,0.218800811,5.291573204,2.192317135,0.026567798,1.292478107,3.348862609,0.01978908,243.0856261,929.1312001,706.5238446,1059.160589,
2125,100,0.002374919,0.089858381,0.217871966,4.873305977,2.194539596,0.024159035,1.300390587,3.342724423,0.019996,248.4028816,949.9177889,727.0118293,1079.187046,
2126,101,0.001647213,0.090910632,0.223417206,5.07522568,2.196586384,0.024842563,1.30224509,3.336138572,0.018738251,255.1557423,971.6349017,739.027421,1099.512003,
2127,102,0.000332664,0.092772477,0.233426207,5.142432813,2.198717979,0.024853915,1.304897972,3.334750679,0.017559615,261.6954712,994.0105876,747.4312227,1120.128935,
2128,103,0.003893287,0.096510055,0.220996192,4.949767209,2.200877801,0.023620881,1.308996654,3.342081678,0.017080069,267.6586507,1017.175083,770.3938421,1141.034097,
2129,104,0.002395311,0.091633505,0.236918695,5.409352482,2.202956703,0.025488351,1.3160553,3.338247491,0.016005733,276.8694015,1041.274146,780.88924,1162.221521,
2130,105,0.001088266,0.091212626,0.219776769,5.613050031,2.205228631,0.026114427,1.318528725,3.348376067,0.014998972,284.4247278,1066.158388,814.2893273,1183.683151,
2131,106,0.001453477,0.093047732,0.236693621,5.558033735,2.207586112,0.02553218,1.320496025,3.343114532,0.014130205,291.0421505,1090.194384,817.0743988,1205.410968,
2132,107,0.002152203,0.092679108,0.225767757,5.583545838,2.209920486,0.025325727,1.323928021,3.352768262,0.013241415,298.4350146,1116.021619,845.8530449,1227.429051,
2133,108,0.00280309,0.094358978,0.237268845,5.75049153,2.212265575,0.025753834,1.326844229,3.352444211,0.01240853,306.4722527,1141.904842,853.9527105,1249.712389,
2134,109,-0.001358063,0.088959743,0.235705662,6.038429704,2.214680782,0.02670213,1.331034334,3.36205164,0.011628033,315.4600668,1169.351346,881.6168236,1272.268217,
2135,110,0.00337746,0.093898152,0.2290517,5.414233178,2.217216922,0.023639824,1.330326388,3.369759475,0.012863554,319.8801065,1195.675323,901.8119627,1295.074218,
2136,111,-0.001544895,0.090902357,0.235471355,5.831246997,2.2194909,0.025139335,1.333919417,3.371284038,0.012054437,329.6639829,1223.950983,921.1240125,1318.158666,
2137,112,0.001212534,0.095717692,0.226901296,5.163802612,2.221940024,0.021980989,1.334723537,3.378254849,0.013419497,334.5045769,1251.51381,945.2141497,1341.495267,
2138,113,-0.001868658,0.088957154,0.223091258,5.17933276,2.224108821,0.021768903,1.339622869,3.377424036,0.012575411,343.3128775,1280.449058,976.8408539,1365.103837,
2139,114,-0.000604048,0.087540055,0.236835524,4.453373626,2.226284141,0.018481492,1.338410577,3.373339325,0.01418195,347.6729875,1308.155149,985.6956618,1388.969355,
2140,115,0.004930351,0.09778641,0.222317088,4.077078202,2.228154558,0.016706369,1.336038964,3.381364048,0.014641159,353.3672018,1337.895278,1010.449919,1413.123755,
2141,116,0.002166564,0.088809562,0.227185034,4.7674858,2.229866931,0.019288905,1.34263141,3.376376489,0.01372023,366.1897654,1369.78078,1040.768206,1437.540238,
2142,117,0.005542731,0.094131254,0.219986468,5.023296581,2.231869275,0.020067447,1.341115068,3.375900924,0.012857228,375.2949013,1401.304629,1064.472507,1462.187254,
2143,118,-0.000390356,0.089950224,0.229160017,5.818082945,2.233979059,0.02294924,1.344283225,3.369208074,0.012048508,388.2167405,1434.204842,1087.184217,1487.075587,
2144,119,-0.000878189,0.093211263,0.228545713,5.420791909,2.236422654,0.021112337,1.343659181,3.370858358,0.012472244,395.046611,1466.424521,1108.267858,1512.184525,
2145,120,0.003695079,0.091568411,0.24185035,4.912518107,2.238699387,0.018891346,1.345888103,3.371881578,0.013259862,402.2849633,1499.407862,1118.599812,1537.52976,
2146,121,-0.001924338,0.094015938,0.222308411,5.477491624,2.240762644,0.020798192,1.346570234,3.384293707,0.012425817,414.2540607,1535.795932,1166.625667,1563.105593,
2147,122,0.001792365,0.096939441,0.22450376,4.670865257,2.243063191,0.017511621,1.349322822,3.379126988,0.014089334,420.6479388,1569.324383,1185.98262,1588.855104,
2148,123,0.005237872,0.098535836,0.230502951,4.883271016,2.245024954,0.018076943,1.354425435,3.376167992,0.013203115,432.7465829,1605.75565,1202.07544,1614.836007,
2149,124,-0.003866554,0.093345662,0.229668846,5.692616136,2.247075928,0.020807082,1.360599329,3.378572723,0.012372639,448.321509,1644.583258,1238.552406,1641.002985,
2150,125,0.003478607,0.099726786,0.239614582,4.299516724,2.249466827,0.015516869,1.361959194,3.3801169,0.015761713,452.12423,1680.158672,1246.210182,1667.313072,
2151,126,0.00396786,0.100909614,0.22045095,4.878005303,2.251272624,0.017382485,1.368716449,3.390135986,0.014770302,467.4418415,1721.318153,1300.254353,1693.828951,
2152,127,-0.004314395,0.10108848,0.226331511,5.539601065,2.253321386,0.019490959,1.376094164,3.383012081,0.01384125,483.7319163,1761.687708,1319.717592,1720.455346,
2153,128,0.004300542,0.097540066,0.225547831,3.978184531,2.255648019,0.013820533,1.383200317,3.381410018,0.017549436,489.1581938,1799.931251,1356.615607,1747.206723,
2154,129,-0.001748868,0.096028425,0.236202997,4.692584864,2.257318856,0.016096711,1.386858785,3.3792226,0.016445577,505.2664058,1842.436941,1376.898314,1774.123654,
2155,130,-0.002334504,0.095170335,0.222962852,3.919333417,2.259289742,0.013274628,1.389004623,3.386362231,0.017706739,513.4998984,1884.327736,1425.88119,1801.136913,
2156,131,0.00092389,0.093621053,0.231299217,2.988826769,2.260935862,0.009995305,1.390285788,3.381642711,0.01939196,520.7209175,1925.36653,1449.28432,1828.255903,
2157,132,0.005675279,0.096423106,0.235510219,3.100936241,2.262191169,0.010239371,1.390153477,3.384416087,0.018363673,533.2776476,1969.996546,1469.940406,1855.505269,
2158,133,0.001724479,0.099993502,0.226815207,3.798184158,2.263493562,0.012383448,1.392447879,3.390658164,0.017208598,550.2086828,2017.436392,1516.855998,1882.824172,
2159,134,0.01004453,0.093532196,0.235939357,4.089862271,2.2650888,0.013166168,1.397675746,3.389028361,0.016126178,566.3827662,2064.535459,1539.140724,1910.15768,
2160,135,0.008459542,0.0980459,0.23551195,4.668006114,2.266806542,0.014837724,1.397034981,3.39537207,0.015111841,582.2592709,2113.518818,1571.937281,1937.506695,
2161,136,-0.002055723,0.097882676,0.234290952,5.632405238,2.268767104,0.017677258,1.40032638,3.400979388,0.014161306,602.100291,2164.613138,1619.057369,1964.830849,
2162,137,0.004160157,0.101599825,0.223063777,4.659705977,2.271132714,0.014439916,1.403286537,3.405208606,0.01582836,611.5988366,2213.327489,1667.095145,1992.081316,
2163,138,-0.00287631,0.097403371,0.223843625,5.446725159,2.273089791,0.016665822,1.409263676,3.399472603,0.014832756,632.4179856,2265.189331,1710.768225,2019.293125,
2164,139,0.00394692,0.096124211,0.233087427,4.180391299,2.275377416,0.01262971,1.411292182,3.394750066,0.01717487,640.4656434,2314.291545,1734.976818,2046.408404,
2165,140,-0.007018258,0.097368679,0.22915283,4.941389836,2.27713318,0.014740448,1.41209902,3.398303664,0.016094571,659.8398474,2369.191977,1756.861558,2073.470136,
2166,141,0.001881656,0.093629881,0.232964711,2.251150391,2.279208564,0.006630576,1.413932793,3.398251066,0.022220564,659.704736,2418.531236,1817.182773,2100.36999,
2167,142,0.006184381,0.101627135,0.225896995,2.6563363,2.280154047,0.007725292,1.41242618,3.401495054,0.02082289,676.751938,2475.068611,1854.963297,2127.204549,
2168,143,0.000989464,0.102350201,0.227093647,3.067390665,2.281269708,0.008808178,1.417899416,3.398435944,0.01951313,697.4108853,2532.924991,1898.794634,2153.850563,
2169,144,0.004622377,0.095958313,0.230255992,3.236430669,2.282558012,0.009176318,1.423675657,3.396592894,0.018430428,717.2285254,2591.814235,1947.690171,2180.270288,
2170,145,0.000596216,0.094490377,0.240241355,3.992240963,2.283917313,0.011176454,1.423617007,3.397594074,0.017271154,738.3478189,2652.744274,1979.32333,2206.429984,
2171,146,0.000332053,0.094385946,0.241189693,3.998137868,2.285594054,0.011051728,1.422290222,3.407139474,0.016613987,754.620156,2714.869992,2024.048132,2232.276637,
2172,147,0.010262652,0.0961918,0.237223214,3.914236709,2.287273272,0.010683281,1.420950478,3.416946397,0.016194379,770.6791776,2778.304159,2063.949275,2257.76619,
2173,148,-0.000728686,0.102630734,0.238319949,3.916780633,2.288917252,0.010555333,1.421252751,3.422774342,0.015175752,788.4928589,2842.945631,2106.838568,2282.857836,
2174,149,0.007933463,0.095337171,0.239185986,3.435496049,2.290562299,0.009141497,1.427075572,3.429208112,0.015672431,806.5449425,2909.142295,2163.869181,2307.512211,
2175,150,0.01100091,0.101154532,0.246026391,3.750290696,2.292005208,0.009853214,1.426280597,3.436013774,0.014686635,826.6635721,2977.491983,2180.613308,2331.680662,
2176,151,0.007500171,0.095418729,0.239595672,3.116194527,2.29358033,0.008083933,1.430548008,3.448298851,0.013762846,843.7906439,3047.348714,2267.193673,2355.306037,
2177,152,0.010140796,0.1014055,0.249835008,3.280038245,2.294889132,0.008401604,1.42962076,3.454348871,0.012897163,863.7425105,3118.462324,2277.031049,2378.333468,
2178,153,0.004093689,0.096071766,0.246176141,2.354947569,2.296266748,0.005955931,1.433910245,3.468836074,0.012085932,879.7495776,3191.415575,2363.372905,2400.721708,
2179,154,0.002342178,0.104694758,0.239684753,2.913737341,2.297255826,0.007276189,1.433352262,3.479351813,0.011325726,903.564576,3267.793142,2417.12283,2422.407443,
2180,155,0.00719343,0.104690833,0.242471301,3.491106471,2.298479595,0.008607991,1.44024206,3.483673991,0.010613338,932.540285,3346.160335,2462.261396,2443.306125,
2181,156,-0.002431895,0.104851996,0.244098305,3.912473496,2.29994586,0.009525225,1.446731718,3.490145668,0.009945759,960.9026328,3426.28765,2514.907802,2463.341472,
2182,157,0.00112698,0.103942202,0.243955999,2.634555004,2.301589099,0.006333099,1.452985132,3.497641749,0.012204028,977.8773899,3504.667192,2583.459711,2482.438307,
2183,158,0.000495723,0.10446953,0.249898666,2.922861375,2.302695612,0.00693749,1.458098855,3.504580466,0.011483798,1005.807012,3588.185259,2628.046886,2500.590796,
2184,159,0.000866307,0.102913088,0.25703479,2.97717559,2.303923214,0.006977241,1.463368958,3.516221671,0.011264831,1032.849739,3674.175273,2677.557588,2517.676309,
2185,160,0.002660731,0.108301907,0.262550793,3.172393556,2.305173627,0.007340937,1.466998659,3.533296949,0.01078905,1060.500891,3763.401547,2714.667421,2533.60143,
2186,161,0.010050116,0.110931913,0.262503584,3.855049806,2.306506033,0.008808045,1.475030908,3.554093846,0.010110419,1095.495666,3857.671741,2762.416473,2548.256881,
